page,tier,code,label,ps,mooe,co,total
68,2,,Lanao del Norte 1st District Engineering Office,,,3000000,3000000
68,2,,Lanao del Norte 2nd District Engineering Office,,,18484000,18484000
68,2,,Misamis Oriental 2nd District Engineering Office,,,2000000,2000000
68,1,,Region XI - Davao,,,15000000,15000000
68,2,,Davao City 2nd District Engineering Office,,,14000000,14000000
68,2,,Davao City District Engineering Office,,,1000000,1000000
68,1,,Region XII - SOCCSKSARGEN,,,220286000,220286000
68,2,,Cotabato 1st District Engineering Office,,,25000000,25000000
68,2,,Cotabato 2nd District Engineering Office,,,43200000,43200000
68,2,,Sarangani District Engineering Office,,,47260000,47260000
68,2,,South Cotabato 2nd District Engineering Office,,,43440000,43440000
68,2,,Sultan Kudarat 2nd District Engineering Office,,,61386000,61386000
68,1,,Region XIII - CARAGA,,,133500000,133500000
68,2,,Agusan del Sur 1st District Engineering Office,,,15000000,15000000
68,2,,Surigao del Sur 1st District Engineering Office,,,52000000,52000000
68,2,,Surigao del Sur 2nd District Engineering Office,,,66500000,66500000
68,1,310305000000000,Widening of Permanent Bridges,,,15291066000,15291066000
68,1,310305100784000,Widening of Permanent Bridges,,,15291066000,15291066000
68,1,,National Capital Region (NCR),,,11768858000,11768858000
68,2,,Central Office,,,11768858000,11768858000
68,1,,Region I - Ilocos,,,93000000,93000000
68,2,,Ilocos Norte 1st District Engineering Office,,,25000000,25000000
69,2,,La Union 2nd District Engineering Office,,,13100000,13100000
69,2,,Pangasinan 2nd District Engineering Office,,,45000000,45000000
69,2,,Pangasinan 4th District Engineering Office,,,9900000,9900000
69,1,,Region II - Cagayan Valley,,,326655000,326655000
69,2,,Cagayan 1st District Engineering Office,,,210000000,210000000
69,2,,Cagayan 3rd District Engineering Office,,,16455000,16455000
69,2,,Isabela 3rd District Engineering Office,,,20000000,20000000
69,2,,Quirino District Engineering Office,,,80200000,80200000
69,1,,Region III - Central Luzon,,,39900000,39900000
69,2,,Nueva Ecija 1st District Engineering Office,,,39900000,39900000
69,1,,Region IVA - CALABARZON,,,166720000,166720000
69,2,,Batangas 2nd District Engineering Office,,,45000000,45000000
69,2,,Cavite Third District Engineering Office,,,22500000,22500000
69,2,,Laguna 3rd District Engineering Office,,,15000000,15000000
69,2,,Quezon 2nd District Engineering Office,,,50220000,50220000
69,2,,Rizal 1st District Engineering Office,,,5000000,5000000
69,2,,Rizal 2nd District Engineering Office,,,29000000,29000000
69,1,,Region IVB - MIMAROPA,,,105500000,105500000
69,2,,Palawan 2nd District Engineering Office,,,82000000,82000000
69,2,,Palawan 3rd District Engineering Office,,,23500000,23500000
69,1,,Region V - Bicol,,,25000000,25000000
69,2,,Catanduanes District Engineering Office,,,25000000,25000000
69,1,,Region VI - Western Visayas,,,267000000,267000000
69,2,,Aklan District Engineering Office,,,15000000,15000000
69,2,,Antique District Engineering Office,,,87000000,87000000
69,2,,Capiz 2nd District Engineering Office,,,140000000,140000000
70,2,,Iloilo 4th District Engineering Office,,,25000000,25000000
70,1,,Negros Island Region (NIR),,,350484000,350484000
70,2,,Negros Oriental 1st District Engineering Office,,,134400000,134400000
70,2,,Negros Oriental 2nd District Engineering Office,,,216084000,216084000
70,1,,Region VIII - Eastern Visayas,,,450400000,450400000
70,2,,Eastern Samar District Engineering Office,,,145700000,145700000
70,2,,Leyte 3rd District Engineering Office,,,177500000,177500000
70,2,,Leyte 4th District Engineering Office,,,54000000,54000000
70,2,,Northern Samar 1st District Engineering Office,,,73200000,73200000
70,1,,Region IX - Zamboanga Peninsula,,,170537000,170537000
70,2,,Zamboanga City 2nd District Engineering Office,,,42537000,42537000
70,2,,Zamboanga del Norte 3rd District Engineering Office,,,128000000,128000000
70,1,,Region X - Northern Mindanao,,,189000000,189000000
70,2,,Bukidnon 1st District Engineering Office,,,139000000,139000000
70,2,,Misamis Oriental 2nd District Engineering Office,,,50000000,50000000
70,1,,Region XI - Davao,,,521687000,521687000
70,2,,Davao de Oro 1st District Engineering Office,,,61760000,61760000
70,2,,Davao de Oro 2nd District Engineering Office,,,131780000,131780000
70,2,,Davao del Norte 2nd District Engineering Office,,,50000000,50000000
70,2,,Davao del Sur District Engineering Office,,,40000000,40000000
70,2,,Davao Oriental 1st District Engineering Office,,,131535000,131535000
70,2,,Davao Oriental 2nd District Engineering Office,,,106612000,106612000
71,1,,Region XII - SOCCSKSARGEN,,,489045000,489045000
71,2,,Cotabato 1st District Engineering Office,,,30000000,30000000
71,2,,Cotabato 2nd District Engineering Office,,,100248000,100248000
71,2,,Sarangani District Engineering Office,,,87700000,87700000
71,2,,South Cotabato 2nd District Engineering Office,,,37500000,37500000
71,2,,Sultan Kudarat 2nd District Engineering Office,,,233597000,233597000
71,1,,Region XIII - CARAGA,,,327280000,327280000
71,2,,Agusan del Norte District Engineering Office,,,45000000,45000000
71,2,,Dinagat Islands District Engineering Office,,,137200000,137200000
71,2,,Surigao del Sur 1st District Engineering Office,,,28080000,28080000
71,2,,Surigao del Sur 2nd District Engineering Office,,,117000000,117000000
71,1,310306000000000,Construction of New Bridges,,,4592468000,4592468000
71,1,310306100136000,Construction of New Bridges,,,4592468000,4592468000
71,1,,National Capital Region (NCR),,,4268108000,4268108000
71,2,,Central Office,,,4268108000,4268108000
71,1,,Region II - Cagayan Valley,,,20000000,20000000
71,2,,Batanes District Engineering Office,,,20000000,20000000
71,1,,Region VI - Western Visayas,,,60000000,60000000
71,2,,Guimaras District Engineering Office,,,30000000,30000000
71,2,,Iloilo 4th District Engineering Office,,,30000000,30000000
71,1,,Negros Island Region (NIR),,,44000000,44000000
71,2,,Negros Occidental 5th District Engineering Office,,,17000000,17000000
71,2,,Negros Oriental 1st District Engineering Office,,,27000000,27000000
72,1,,Region VII - Central Visayas,,,20000000,20000000
72,2,,Cebu 2nd District Engineering Office,,,20000000,20000000
72,1,,Region IX - Zamboanga Peninsula,,,105360000,105360000
72,2,,Zamboanga del Sur 2nd District Engineering Office,,,105360000,105360000
72,1,,Region X - Northern Mindanao,,,45000000,45000000
72,2,,Camiguin District Engineering Office,,,45000000,45000000
72,1,,Region XII - SOCCSKSARGEN,,,30000000,30000000
72,2,,South Cotabato 2nd District Engineering Office,,,30000000,30000000
72,1,320100000000000,FLOOD MANAGEMENT PROGRAM,,,83846944000,83846944000
72,1,320101000000000,Construction / Maintenance of Flood Mitigation Structures and Drainage Systems,,,62988802000,62988802000
72,1,320101104029000,Construction / Maintenance of Flood Mitigation Structures and Drainage Systems,,,62988802000,62988802000
72,1,,National Capital Region (NCR),,,53111640000,53111640000
72,2,,Central Office,,,49676627000,49676627000
72,2,,Las Pi ñ as-Muntinlupa District Engineering Office,,,90000000,90000000
72,2,,Malabon-Navotas District Engineering Office,,,713123000,713123000
72,2,,Metro Manila 1st District Engineering Office,,,76775000,76775000
72,2,,Metro Manila 2nd District Engineering Office,,,508475000,508475000
72,2,,Metro Manila 3rd District Engineering Office,,,840000000,840000000
72,2,,North Manila District Engineering Office,,,665700000,665700000
72,2,,Quezon City 1st District Engineering Office,,,330940000,330940000
72,2,,South Manila District Engineering Office,,,210000000,210000000
72,1,,Region I - Ilocos,,,743770000,743770000
72,2,,Ilocos Norte 1st District Engineering Office,,,32000000,32000000
72,2,,Ilocos Norte 2nd District Engineering Office,,,35000000,35000000
73,2,,La Union 2nd District Engineering Office,,,39270000,39270000
73,2,,Pangasinan 2nd District Engineering Office,,,71000000,71000000
73,2,,Pangasinan 3rd District Engineering Office,,,50000000,50000000
73,2,,Pangasinan 4th District Engineering Office,,,516500000,516500000
73,1,,Cordillera Administrative Region (CAR),,,106000000,106000000
73,2,,Apayao 1st District Engineering Office,,,86000000,86000000
73,2,,Apayao 2nd District Engineering Office,,,15000000,15000000
73,2,,Mountain Province First District Engineering Office,,,5000000,5000000
73,1,,Region II - Cagayan Valley,,,597642000,597642000
73,2,,Batanes District Engineering Office,,,135000000,135000000
73,2,,Cagayan 3rd District Engineering Office,,,90000000,90000000
73,2,,Isabela 1st District Engineering Office,,,241390000,241390000
73,2,,Isabela 4th District Engineering Office,,,117000000,117000000
73,2,,Quirino District Engineering Office,,,14252000,14252000
73,1,,Region III - Central Luzon,,,2047936000,2047936000
73,2,,Aurora District Engineering Office,,,130000000,130000000
73,2,,Bataan 1st District Engineering Office,,,67000000,67000000
73,2,,Bataan 2nd District Engineering Office,,,36388000,36388000
73,2,,Bataan 3rd District Engineering Office,,,172440000,172440000
73,2,,Bulacan 1st District Engineering Office,,,20650000,20650000
73,2,,Bulacan 2nd District Engineering Office,,,415000000,415000000
73,2,,Bulacan 3rd District Engineering Office,,,22600000,22600000
73,2,,Nueva Ecija 1st District Engineering Office,,,585870000,585870000
73,2,,Nueva Ecija 2nd District Engineering Office,,,50000000,50000000
73,2,,Pampanga 1st District Engineering Office,,,99010000,99010000
74,2,,Pampanga 2nd District Engineering Office,,,10000000,10000000
74,2,,Pampanga 3rd District Engineering Office,,,306403000,306403000
74,2,,Tarlac District Engineering Office,,,62575000,62575000
74,2,,Zambales 2nd District Engineering Office,,,70000000,70000000
74,1,,Region IVA - CALABARZON,,,2132500000,2132500000
74,2,,Batangas 2nd District Engineering Office,,,190000000,190000000
74,2,,Batangas 3rd District Engineering Office,,,98000000,98000000
74,2,,Batangas 4th District Engineering Office,,,88000000,88000000
74,2,,Cavite 2nd District Engineering Office,,,30000000,30000000
74,2,,Cavite District Engineering Office,,,276000000,276000000
74,2,,Cavite Third District Engineering Office,,,120000000,120000000
74,2,,Laguna 1st District Engineering Office,,,42000000,42000000
74,2,,Laguna 2nd District Engineering Office,,,261500000,261500000
74,2,,Laguna 3rd District Engineering Office,,,14000000,14000000
74,2,,Quezon 1st District Engineering Office,,,30000000,30000000
74,2,,Quezon 2nd District Engineering Office,,,48000000,48000000
74,2,,Quezon 3rd District Engineering Office,,,80000000,80000000
74,2,,Rizal 1st District Engineering Office,,,855000000,855000000
74,1,,Region IVB - MIMAROPA,,,411500000,411500000
74,2,,Marinduque District Engineering Office,,,10500000,10500000
74,2,,Mindoro Occidental District Engineering Office,,,300000000,300000000
74,2,,Mindoro Oriental District Engineering Office,,,25000000,25000000
74,2,,Palawan 1st District Engineering Office,,,26000000,26000000
74,2,,Palawan 2nd District Engineering Office,,,40000000,40000000
74,2,,Southern Mindoro District Engineering Office,,,10000000,10000000
75,1,,Region V - Bicol,,,218000000,218000000
75,2,,Albay 1st District Engineering Office,,,30000000,30000000
75,2,,Camarines Norte District Engineering Office,,,5000000,5000000
75,2,,Camarines Sur 4th District Engineering Office,,,70000000,70000000
75,2,,Catanduanes District Engineering Office,,,51000000,51000000
75,2,,Masbate 3rd District Engineering Office,,,35000000,35000000
75,2,,Sorsogon District Engineering Office,,,27000000,27000000
75,1,,Region VI - Western Visayas,,,303350000,303350000
75,2,,Aklan District Engineering Office,,,104000000,104000000
75,2,,Antique District Engineering Office,,,8250000,8250000
75,2,,Capiz 1st District Engineering Office,,,64000000,64000000
75,2,,Guimaras District Engineering Office,,,5000000,5000000
75,2,,Iloilo 3rd District Engineering Office,,,5000000,5000000
75,2,,Iloilo City District Engineering Office,,,117100000,117100000
75,1,,Negros Island Region (NIR),,,320500000,320500000
75,2,,Bacolod City District Engineering Office,,,5000000,5000000
75,2,,Negros Occidental 1st District Engineering Office,,,65000000,65000000
75,2,,Negros Occidental 4th District Engineering Office,,,60000000,60000000
75,2,,Negros Occidental 5th District Engineering Office,,,85500000,85500000
75,2,,Negros Oriental 1st District Engineering Office,,,10000000,10000000
75,2,,Negros Oriental 2nd District Engineering Office,,,5000000,5000000
75,2,,Negros Oriental 3rd District Engineering Office,,,20000000,20000000
75,2,,Siquijor District Engineering Office,,,70000000,70000000
76,1,,Region VII - Central Visayas,,,978840000,978840000
76,2,,Bohol 2nd District Engineering Office,,,5000000,5000000
76,2,,Cebu 5th District Engineering Office,,,51000000,51000000
76,2,,Cebu 6th District Engineering Office,,,635490000,635490000
76,2,,Cebu 7th District Engineering Office,,,51350000,51350000
76,2,,Cebu City District Engineering Office,,,236000000,236000000
76,1,,Region VIII - Eastern Visayas,,,270800000,270800000
76,2,,Biliran District Engineering Office,,,81000000,81000000
76,2,,Eastern Samar District Engineering Office,,,14500000,14500000
76,2,,Northern Samar 1st District Engineering Office,,,2300000,2300000
76,2,,Northern Samar 2nd District Engineering Office,,,5000000,5000000
76,2,,Samar 1st District Engineering Office,,,85000000,85000000
76,2,,Tacloban City District Engineering Office,,,83000000,83000000
76,1,,Region IX - Zamboanga Peninsula,,,364884000,364884000
76,2,,Zamboanga City 1st District Engineering Office,,,50000000,50000000
76,2,,Zamboanga City 2nd District Engineering Office,,,40150000,40150000
76,2,,Zamboanga del Norte 1st District Engineering Office,,,50000000,50000000
76,2,,Zamboanga del Norte 2nd District Engineering Office,,,139500000,139500000
76,2,,Zamboanga del Norte 3rd District Engineering Office,,,65234000,65234000
76,2,,Zamboanga del Sur 2nd District Engineering Office,,,20000000,20000000
76,1,,Region X - Northern Mindanao,,,599820000,599820000
76,2,,Cagayan de Oro City 1st District Engineering,,,172000000,172000000
76,2,,Office Cagayan de Oro City 2nd District Engineering Office,,,84000000,84000000
77,2,,Camiguin District Engineering Office,,,247000000,247000000
77,2,,Lanao del Norte 1st District Engineering Office,,,8000000,8000000
77,2,,Misamis Occidental District Engineering Office,,,66660000,66660000
77,2,,Misamis Oriental 1st District Engineering Office,,,22160000,22160000
77,1,,Region XII - SOCCSKSARGEN,,,180340000,180340000
77,2,,Cotabato 1st District Engineering Office,,,68000000,68000000
77,2,,Cotabato 3rd District Engineering Office,,,50000000,50000000
77,2,,Sultan Kudarat 2nd District Engineering Office,,,62340000,62340000
77,1,,Region XIII - CARAGA,,,601280000,601280000
77,2,,Butuan City District Engineering Office,,,268000000,268000000
77,2,,Surigao del Norte 2nd District Engineering Office,,,50000000,50000000
77,2,,Surigao del Sur 1st District Engineering Office,,,198280000,198280000
77,2,,Surigao del Sur 2nd District Engineering Office,,,85000000,85000000
77,1,320102000000000,Construction / Rehabilitation of Flood Mitigation Facilities within Major River Basins and Principal Rivers,,,20858142000,20858142000
77,1,320102101001000,Construction / Rehabilitation of Flood Mitigation Facilities within Major River Basins and Principal Rivers,,,20858142000,20858142000
77,1,,National Capital Region (NCR),,,20346050000,20346050000
77,2,,Central Office,,,19752050000,19752050000
77,2,,Las Pi ñ as-Muntinlupa District Engineering,,,440000000,440000000
77,2,,Office Metro Manila 1st District Engineering,,,139000000,139000000
77,2,,Office Quezon City 1st District Engineering Office,,,15000000,15000000
77,1,,Cordillera Administrative Region (CAR),,,25000000,25000000
77,2,,Apayao 2nd District Engineering Office,,,25000000,25000000
78,1,,Region II - Cagayan Valley,,,80000000,80000000
78,2,,Cagayan 1st District Engineering Office,,,50000000,50000000
78,2,,Isabela 1st District Engineering Office,,,30000000,30000000
78,1,,Region III - Central Luzon,,,225000000,225000000
78,2,,Bulacan 1st District Engineering Office,,,13000000,13000000
78,2,,Nueva Ecija 1st District Engineering Office,,,50000000,50000000
78,2,,Nueva Ecija 2nd District Engineering Office,,,12000000,12000000
78,2,,Pampanga 2nd District Engineering Office,,,150000000,150000000
78,1,,Region IVA - CALABARZON,,,15000000,15000000
78,2,,Cavite District Engineering Office,,,15000000,15000000
78,1,,Region VI - Western Visayas,,,66500000,66500000
78,2,,Aklan District Engineering Office,,,12000000,12000000
78,2,,Iloilo 2nd District Engineering Office,,,10000000,10000000
78,2,,Iloilo 4th District Engineering Office,,,4000000,4000000
78,2,,Iloilo 6th District Engineering Office,,,40500000,40500000
78,1,,Negros Island Region (NIR),,,5812000,5812000
78,2,,Negros Occidental 2nd District Engineering Office,,,5812000,5812000
78,1,,Region VIII - Eastern Visayas,,,4780000,4780000
78,2,,Leyte 1st District Engineering Office,,,4780000,4780000
78,1,,Region XI - Davao,,,40000000,40000000
78,2,,Davao del Norte District Engineering Office,,,40000000,40000000
78,1,,Region XII - SOCCSKSARGEN,,,50000000,50000000
78,2,,Cotabato 3rd District Engineering Office,,,50000000,50000000
79,1,300200000000000,CONVERGENCE AND SPECIAL SUPPORT PROGRAM Rehabilitation of Disaster-Related Infrastructure and Other Facilities,,,1000000000,1000000000
79,1,,National Capital Region (NCR),,,1000000000,1000000000
79,2,,Central Office,,,1000000000,1000000000
79,1,300205000000000,Construction / Rehabilitation of Water Supply / Septage and Sewerage / Rain Water Collector Systems Construction / Rehabilitation of Water Supply / Septage and Sewerage / Rainwater Collector System,,,7298600000,7298600000
79,1,,National Capital Region (NCR),,,3645200000,3645200000
79,2,,Central Office,,,3645200000,3645200000
79,1,,Region I - Ilocos,,,563000000,563000000
79,2,,Ilocos Sur 2nd District Engineering Office,,,15000000,15000000
79,2,,La Union 2nd District Engineering Office,,,143000000,143000000
79,2,,Pangasinan 1st District Engineering Office,,,5000000,5000000
79,2,,Pangasinan 3rd District Engineering Office,,,400000000,400000000
79,1,,Cordillera Administrative Region (CAR),,,253000000,253000000
79,2,,Abra District Engineering Office,,,210000000,210000000
79,2,,Apayao 2nd District Engineering Office,,,5000000,5000000
79,2,,Benguet 2nd District Engineering Office,,,30000000,30000000
79,2,,Mountain Province First District Engineering Office,,,3000000,3000000
79,2,,Upper Kalinga District Engineering Office,,,5000000,5000000
79,1,,Region II - Cagayan Valley,,,330000000,330000000
79,2,,Batanes District Engineering Office,,,10000000,10000000
79,2,,Cagayan 1st District Engineering Office,,,15000000,15000000
79,2,,Cagayan 2nd District Engineering Office,,,5000000,5000000
79,2,,Cagayan 3rd District Engineering Office,,,65000000,65000000
79,2,,Isabela 1st District Engineering Office,,,145000000,145000000
80,2,,Isabela 3rd District Engineering Office,,,55000000,55000000
80,2,,Isabela 4th District Engineering Office,,,30000000,30000000
80,2,,Quirino District Engineering Office,,,5000000,5000000
80,1,,Region III - Central Luzon,,,334000000,334000000
80,2,,Bataan 1st District Engineering Office,,,20000000,20000000
80,2,,Bataan 2nd District Engineering Office,,,5000000,5000000
80,2,,Bataan 3rd District Engineering Office,,,20000000,20000000
80,2,,Bulacan 2nd District Engineering Office,,,20000000,20000000
80,2,,Nueva Ecija 1st District Engineering Office,,,120000000,120000000
80,2,,Nueva Ecija 2nd District Engineering Office,,,7000000,7000000
80,2,,Tarlac District Engineering Office,,,20000000,20000000
80,2,,Zambales 1st District Engineering Office,,,37000000,37000000
80,2,,Zambales 2nd District Engineering Office,,,85000000,85000000
80,1,,Region IVA - CALABARZON,,,471000000,471000000
80,2,,Batangas 2nd District Engineering Office,,,85000000,85000000
80,2,,Batangas 3rd District Engineering Office,,,28000000,28000000
80,2,,Batangas 4th District Engineering Office,,,25000000,25000000
80,2,,Cavite 2nd District Engineering Office,,,180000000,180000000
80,2,,Laguna 2nd District Engineering Office,,,20000000,20000000
80,2,,Quezon 1st District Engineering Office,,,38500000,38500000
80,2,,Quezon 2nd District Engineering Office,,,27500000,27500000
80,2,,Quezon 3rd District Engineering Office,,,7000000,7000000
80,2,,Quezon 4th District Engineering Office,,,30000000,30000000
80,2,,Rizal 1st District Engineering Office,,,30000000,30000000
81,1,,Region IVB - MIMAROPA,,,205500000,205500000
81,2,,Mindoro Occidental District Engineering Office,,,61500000,61500000
81,2,,Palawan 1st District Engineering Office,,,84000000,84000000
81,2,,Palawan 2nd District Engineering Office,,,50000000,50000000
81,2,,Palawan 3rd District Engineering Office,,,10000000,10000000
81,1,,Region V - Bicol,,,275500000,275500000
81,2,,Albay 1st District Engineering Office,,,80000000,80000000
81,2,,Albay 3rd District Engineering Office,,,100000000,100000000
81,2,,Camarines Sur 1st District Engineering Office,,,57000000,57000000
81,2,,Catanduanes District Engineering Office,,,28500000,28500000
81,2,,Masbate 3rd District Engineering Office,,,5000000,5000000
81,2,,Sorsogon 2nd District Engineering Office,,,5000000,5000000
81,1,,Region VI - Western Visayas,,,55000000,55000000
81,2,,Aklan District Engineering Office,,,3000000,3000000
81,2,,Capiz 2nd District Engineering Office,,,22000000,22000000
81,2,,Guimaras District Engineering Office,,,30000000,30000000
81,1,,Negros Island Region (NIR),,,124000000,124000000
81,2,,Bacolod City District Engineering Office,,,31500000,31500000
81,2,,Negros Occidental 1st District Engineering Office,,,15000000,15000000
81,2,,Negros Occidental 3rd District Engineering Office,,,18000000,18000000
81,2,,Negros Occidental 4th District Engineering Office,,,14000000,14000000
81,2,,Negros Oriental 1st District Engineering Office,,,10500000,10500000
81,2,,Negros Oriental 3rd District Engineering Office,,,35000000,35000000
82,1,,Region VII - Central Visayas,,,225000000,225000000
82,2,,Bohol 1st District Engineering Office,,,50000000,50000000
82,2,,Bohol 2nd District Engineering Office,,,95000000,95000000
82,2,,Cebu 1st District Engineering Office,,,25000000,25000000
82,2,,Cebu 2nd District Engineering Office,,,20000000,20000000
82,2,,Cebu 5th District Engineering Office,,,35000000,35000000
82,1,,Region VIII - Eastern Visayas,,,62400000,62400000
82,2,,Leyte 3rd District Engineering Office,,,5000000,5000000
82,2,,Leyte 5th District Engineering Office,,,17500000,17500000
82,2,,Northern Samar 1st District Engineering Office,,,39900000,39900000
82,1,,Region IX - Zamboanga Peninsula,,,93500000,93500000
82,2,,Zamboanga del Norte 2nd District Engineering Office,,,20000000,20000000
82,2,,Zamboanga del Norte 3rd District Engineering Office,,,2500000,2500000
82,2,,Zamboanga Sibugay 1st District Engineering Office,,,66000000,66000000
82,2,,Zamboanga Sibugay 2nd District Engineering Office,,,5000000,5000000
82,1,,Region X - Northern Mindanao,,,132000000,132000000
82,2,,Cagayan de Oro City 1st District Engineering Office,,,60000000,60000000
82,2,,Iligan City District Engineering Office,,,12000000,12000000
82,2,,Lanao del Norte 1st District Engineering Office,,,30000000,30000000
82,2,,Misamis Oriental 2nd District Engineering,,,30000000,30000000
82,1,,Office Region XI - Davao,,,443500000,443500000
82,2,,Davao de Oro 1st District Engineering,,,144500000,144500000
82,2,,Office Davao del Norte 2nd District Engineering Office,,,60000000,60000000
83,2,,Davao del Norte District Engineering Office,,,36000000,36000000
83,2,,Davao del Sur District Engineering Office,,,203000000,203000000
83,1,,Region XII - SOCCSKSARGEN,,,58500000,58500000
83,2,,Cotabato 1st District Engineering Office,,,11000000,11000000
83,2,,Cotabato 2nd District Engineering Office,,,17000000,17000000
83,2,,Cotabato 3rd District Engineering Office,,,25000000,25000000
83,2,,South Cotabato 2nd District Engineering Office,,,5500000,5500000
83,1,,Region XIII - CARAGA,,,27500000,27500000
83,2,,Dinagat Islands District Engineering Office,,,10000000,10000000
83,2,,Surigao del Norte 2nd District Engineering Office,,,17500000,17500000
83,1,300213000000000,"Construction / Rehabilitation / Improvement of Facilities for Persons with Disabilities (PWD) and Elderlies / Senior Citizens, including Gender Responsive Facilities Construction / Rehabilitation / Improvement of Facilities for Persons with Disabilities (PWD) and Elderlies / Senior Citizens, including Gender-Responsive Facilities",,,510000000,510000000
83,1,,National Capital Region (NCR),,,510000000,510000000
83,2,,Central Office,,,510000000,510000000
83,1,300221000000000,Basic Infrastructure Program (BIP) Access Roads and / or Bridges from the National Road / s leading to Major / Strategic Public Buildings / Facilities Basic Infrastructure Program (BIP ) - Access Roads and / or Bridges from the National Roads leading to Major / Strategic Public,,,105725209000,105725209000
83,1,,Buildings / Facilities National Capital Region (NCR),,,68573295000,68573295000
83,2,,Central Office,,,65461649000,65461649000
83,2,,Las Pi ñ as-Muntinlupa District Engineering,,,357000000,357000000
83,2,,Office Malabon-Navotas District Engineering Office,,,35000000,35000000
83,2,,Metro Manila 1st District Engineering Office,,,378000000,378000000
84,2,,Metro Manila 2nd District Engineering Office,,,9800000,9800000
84,2,,Metro Manila 3rd District Engineering Office,,,1555196000,1555196000
84,2,,Quezon City 1st District Engineering Office,,,425650000,425650000
84,2,,Quezon City 2nd District Engineering Office,,,95000000,95000000
84,2,,South Manila District Engineering Office,,,256000000,256000000
84,1,,Region I - Ilocos,,,2172330000,2172330000
84,2,,Ilocos Norte 1st District Engineering Office,,,207000000,207000000
84,2,,Ilocos Norte 2nd District Engineering Office,,,303000000,303000000
84,2,,Ilocos Sur 1st District Engineering Office,,,20000000,20000000
84,2,,La Union 1st District Engineering Office,,,85000000,85000000
84,2,,La Union 2nd District Engineering Office,,,711330000,711330000
84,2,,Pangasinan 1st District Engineering Office,,,99000000,99000000
84,2,,Pangasinan 2nd District Engineering Office,,,355000000,355000000
84,2,,Pangasinan 3rd District Engineering Office,,,317000000,317000000
84,2,,Pangasinan 4th District Engineering Office,,,75000000,75000000
84,1,,Cordillera Administrative Region (CAR),,,2388485000,2388485000
84,2,,Abra District Engineering Office,,,350000000,350000000
84,2,,Apayao 1st District Engineering Office,,,50000000,50000000
84,2,,Apayao 2nd District Engineering Office,,,50000000,50000000
84,2,,Baguio City District Engineering Office,,,190485000,190485000
84,2,,Benguet 1st District Engineering Office,,,150000000,150000000
84,2,,Benguet 2nd District Engineering Office,,,430000000,430000000
84,2,,Ifugao 1st District Engineering Office,,,115000000,115000000
84,2,,Ifugao 2nd District Engineering Office,,,160000000,160000000
85,2,,Lower Kalinga District Engineering Office,,,335000000,335000000
85,2,,Mountain Province 2nd District Engineering Office,,,125000000,125000000
85,2,,Mountain Province First District Engineering Office,,,315000000,315000000
85,2,,Upper Kalinga District Engineering Office,,,118000000,118000000
85,1,,Region II - Cagayan Valley,,,4244116000,4244116000
85,2,,Batanes District Engineering Office,,,50000000,50000000
85,2,,Cagayan 1st District Engineering Office,,,215000000,215000000
85,2,,Cagayan 2nd District Engineering Office,,,129000000,129000000
85,2,,Cagayan 3rd District Engineering Office,,,164000000,164000000
85,2,,Isabela 1st District Engineering Office,,,557000000,557000000
85,2,,Isabela 2nd District Engineering Office,,,976020000,976020000
85,2,,Isabela 3rd District Engineering Office,,,765596000,765596000
85,2,,Isabela 4th District Engineering Office,,,1117500000,1117500000
85,2,,Nueva Vizcaya 2nd District Engineering Office,,,120000000,120000000
85,2,,Quirino District Engineering Office,,,150000000,150000000
85,1,,Region III - Central Luzon,,,7201664000,7201664000
85,2,,Aurora District Engineering Office,,,30000000,30000000
85,2,,Bataan 1st District Engineering Office,,,138000000,138000000
85,2,,Bataan 2nd District Engineering Office,,,70000000,70000000
85,2,,Bataan 3rd District Engineering Office,,,125000000,125000000
85,2,,Bulacan 1st District Engineering Office,,,1266230000,1266230000
85,2,,Bulacan 2nd District Engineering Office,,,2262000000,2262000000
85,2,,Bulacan 3rd District Engineering Office,,,215000000,215000000
85,2,,Nueva Ecija 1st District Engineering Office,,,1127468000,1127468000
85,2,,Nueva Ecija 2nd District Engineering Office,,,34000000,34000000
86,2,,Pampanga 1st District Engineering Office,,,404000000,404000000
86,2,,Pampanga 2nd District Engineering Office,,,111000000,111000000
86,2,,Pampanga 3rd District Engineering Office,,,465690000,465690000
86,2,,Tarlac 2nd District Engineering Office,,,44000000,44000000
86,2,,Tarlac District Engineering Office,,,177500000,177500000
86,2,,Zambales 1st District Engineering Office,,,317000000,317000000
86,2,,Zambales 2nd District Engineering Office,,,414776000,414776000
86,1,,Region IVA - CALABARZON,,,4033328000,4033328000
86,2,,Batangas 2nd District Engineering Office,,,751000000,751000000
86,2,,Batangas 3rd District Engineering Office,,,269500000,269500000
86,2,,Batangas 4th District Engineering Office,,,325000000,325000000
86,2,,Cavite 2nd District Engineering Office,,,30000000,30000000
86,2,,Cavite District Engineering Office,,,696228000,696228000
86,2,,Cavite Third District Engineering Office,,,126000000,126000000
86,2,,Laguna 1st District Engineering Office,,,85000000,85000000
86,2,,Laguna 2nd District Engineering Office,,,385500000,385500000
86,2,,Laguna 3rd District Engineering Office,,,193000000,193000000
86,2,,Quezon 1st District Engineering Office,,,75000000,75000000
86,2,,Quezon 2nd District Engineering Office,,,201100000,201100000
86,2,,Quezon 3rd District Engineering Office,,,195000000,195000000
86,2,,Quezon 4th District Engineering Office,,,150000000,150000000
