page,tier,label,amounts
144,0,GENERAL ADMINISTRATIVE AND SUPPORT,2777545000
144,1,General Management and Supervision,2777545000
144,2,National Capital Region,2777545000
144,3,Central Office,2777545000
144,4,Non-Infrastructure,1972561000
144,5,Equipment Procurement Program,1370801000
144,5,Procurement of Various Laboratory / Non-Destructive Testing Equipment / Apparatus / Supplies,51829000
144,5,RBIA Survey Equipment and Gears,20000000
144,5,Pavement Management System (PMS) Survey Safety Devices / Gadgets and Gears,9064000
144,6,National Capital Region,396000
144,6,Region I,440000
144,6,Cordillera Administrative Region,528000
144,6,Region II,484000
144,6,Region III,704000
144,6,Region IV-A,704000
144,6,MIMAROPA Region,352000
144,6,Region V,704000
144,6,Region VI,484000
144,5,10. Negros Island Region,440000
144,5,11. Region VII,484000
144,5,12. Region VIII,616000
144,5,13. Region IX,484000
144,5,14. Region X,616000
144,5,15. Region XI,484000
144,5,16. Region XII,352000
144,5,17. Region XIII,396000
144,5,18. BARMM,396000
144,5,Weighbridge Equipment and ATOME Stations,103800000
144,6,Supply of permanent truck-weighing machine,8200000
144,6,a. Cordillera Administrative Region,8200000
144,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Sitio Palali, Sablan, Benguet",8200000
144,6,Supply of Portable Weigh-In Motion (PWIM) Machine,81000000
144,6,a. National Capital Region,6000000
145,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Marcos Highway (Westbound)",3000000
145,7,"2. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, C-5 Road (Northbound ), Taguig City",3000000
145,6,b. Region I,6000000
145,7,"1. Supply of two (2) sets of Portable Weigh-IN Motion (PWIM) Machine, Santo Tomas, La Union",6000000
145,6,c. Cordillera Administrative Region,12000000
145,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Yagyagan, Tuba, Benguet",3000000
145,7,"2. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Sitio Palali, Sablan, Benguet",3000000
145,7,"3. Supply of two (2) sets of Portable Weigh-IN Motion (PWIM) Machine, Taloy Sur, Tuba, Benguet",6000000
145,6,d. Region II,6000000
145,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Aritao, Nueva Vizcaya",3000000
145,7,"2. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Kilkiling, Clavera, Cagayan",3000000
145,6,e. Region III,15000000
145,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Gapan City, Nueva Ecija",3000000
145,7,"2. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Tabang, Guiguinto, Bulacan",3000000
145,7,"3. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Capas, Tarlac",3000000
145,7,"4. Supply of two (2) sets of Portable Weigh-IN Motion (PWIM) Machine, Zaragoza, Nueva Ecija",6000000
145,6,f. Region IV-A,3000000
145,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Turbina, Calamba City, Laguna",3000000
145,6,g. Region V,6000000
145,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Camarines Norte",3000000
145,7,"2. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Sorsogon",3000000
145,6,h. Region VI,9000000
145,7,"1. Supply of two (2) sets of Portable Weigh-IN Motion (PWIM) Machine, Panay Island",6000000
145,7,"2. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Aglalana, Dumarao, Capiz",3000000
145,6,i. Negros Island Region,3000000
145,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Binalbagan City, Negros Occidental",3000000
145,6,j. Region VIII,3000000
146,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Sta. Rita, Samar",3000000
146,6,k. Region XI,9000000
146,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Panabo City, Davao Del Norte",3000000
146,7,"2. Supply of two (2) sets of Portable Weigh-IN Motion (PWIM) Machine, Tagabuli, Santa Cruz, Davao Del Sur",6000000
146,6,I. Region XIII,3000000
146,7,"1. Supply of one (1) set of Portable Weigh-IN Motion (PWIM) Machine, Mayor Democrito Avenue, Butuan City",3000000
146,6,Supply and Installation of Trailer-Type ATOME Station,600000
146,6,a. Region V,600000
146,7,"1. Supply of one (1) Container Van Type ATOME Station, Camarines Norte",300000
146,7,"2. Supply of one (1) Container Van Type ATOME Station, Sorsogon",300000
146,6,New Weighbridge / ATOME Station,14000000
146,6,a. Cordillera Administrative Region,7000000
146,7,"1. Construction of New ATOME Station in Taloy Sur, Tuba, Benguet",7000000
146,6,b. Region III,7000000
146,7,"1. Construction of New ATOME Station in Zaragoza, Nueva Ecija",7000000
146,5,National Hydrological Data Collection Program (NGDCP),47087000
146,5,Engineering Survey Equipment,50000000
146,5,Engineering Survey Investigation Software,15000000
146,5,Purchase of Service Vehicles,49980000
146,6,"Bus, 45-Seater",31440000
146,6,"Electric Pick-up Truck, 4x2",18540000
146,5,"Procurement of Bridge Inspection Vehicle, Telescopic Articulated 10.05-12 meters Platform Type",255000000
146,4,Medium-Term Information and Communication Technology Harmonization Initiative (MITHI),804984000
146,5,Machinery and Equipment Outlay / ICT Equipment,729300000
146,5,ICT Software,75684000
146,0,SUPPORT TO OPERATIONS,27302353000
146,0,a. Pre-Feasibility Study / Feasibility Study / Preliminary and Detailed Engineering,10578143000
146,1,National Capital Region,10578143000
146,2,Central Office,10578143000
146,3,Pre-Feasibility Studies / Feasibility Studies of Various DPWH Projects,300000000
146,3,Preliminary Engineering of Various DPWH Projects,504000000
146,4,National Capital Region,23000000
146,5,North Manila District Engineering Office,2000000
147,5,South Manila District Engineering Office,2000000
147,5,Metro Manila 1st District Engineering Office,2000000
147,5,Metro Manila 2nd District Engineering Office,2000000
147,5,Las Pi ñ as-Muntinlupa District Engineering Office,2000000
147,5,Metro Manila 3rd District Engineering Office,2000000
147,5,Malabon-Navotas District Engineering Office,2000000
147,5,Quezon City 1st District Engineering Office,2000000
147,5,Quezon City 2nd District Engineering Office,2000000
147,5,NCR Regional Office,5000000
147,4,Region I,25000000
147,5,Ilocos Norte 1st District Engineering Office,2000000
147,5,Ilocos Norte 2nd District Engineering Office,2000000
147,5,Ilocos Sur 1st District Engineering Office,2000000
147,5,Ilocos Sur 2nd District Engineering Office,2000000
147,5,La Union 1st District Engineering Office,2000000
147,5,La Union 2nd District Engineering Office,2000000
147,5,Pangasinan 1st District Engineering Office,2000000
147,5,Pangasinan 2nd District Engineering Office,2000000
147,5,Pangasinan 3rd District Engineering Office,2000000
147,5,Pangasinan 4th District Engineering Office,2000000
147,5,Regional Office I,5000000
147,4,Cordillera Administrative Region,29000000
147,5,Abra District Engineering Office,2000000
147,5,Apayao 1st District Engineering Office,2000000
147,5,Apayao 2nd District Engineering Office,2000000
147,5,Benguet 1st District Engineering Office,2000000
147,5,Benguet 2nd District Engineering Office,2000000
147,5,Baguio City District Engineering Office,2000000
147,5,Ifugao 1st District Engineering Office,2000000
147,5,Ifugao 2nd District Engineering Office,2000000
147,5,Lower Kalinga District Engineering Office,2000000
147,5,Upper Kalinga District Engineering Office,2000000
147,5,Mt. Province District Engineering Office,2000000
147,5,Mountain Province 2nd District Engineering Office,2000000
147,5,Regional Office CAR,5000000
147,4,Region II,27000000
148,5,Batanes District Engineering Office,2000000
148,5,Cagayan 1st District Engineering Office,2000000
148,5,Cagayan 2nd District Engineering Office,2000000
148,5,Cagayan 3rd District Engineering Office,2000000
148,5,Isabela 1st District Engineering Office,2000000
148,5,Isabela 2nd District Engineering Office,2000000
148,5,Isabela 3rd District Engineering Office,2000000
148,5,Isabela 4th District Engineering Office,2000000
148,5,Nueva Vizcaya 1st District Engineering Office,2000000
148,5,Nueva Vizcaya 2nd District Engineering Office,2000000
148,5,Quirino District Engineering Office,2000000
148,5,Regional Office II,5000000
148,4,Region III,37000000
148,5,Aurora District Engineering Office,2000000
148,5,Bataan 1st District Engineering Office,2000000
148,5,Bataan 2nd District Engineering Office,2000000
148,5,Bataan 3rd District Engineering Office,2000000
148,5,Bulacan 1st District Engineering Office,2000000
148,5,Bulacan 2nd District Engineering Office,2000000
148,5,Bulacan 3rd District Engineering Office,2000000
148,5,Nueva Ecija 1st District Engineering Office,2000000
148,5,Nueva Ecija 2nd District Engineering Office,2000000
148,5,Pampanga 1st District Engineering Office,2000000
148,5,Pampanga 2nd District Engineering Office,2000000
148,5,Pampanga 3rd District Engineering Office,2000000
148,5,Tarlac District Engineering Office,2000000
148,5,Tarlac 2nd District Engineering Office,2000000
148,5,Zambales 1st District Engineering Office,2000000
148,5,Zambales 2nd District Engineering Office,2000000
148,5,Regional Office III,5000000
148,4,Region IV-A,37000000
148,5,Batangas 1st District Engineering Office,2000000
148,5,Batangas 2nd District Engineering Office,2000000
148,5,Batangas 3rd District Engineering Office,2000000
148,5,Batangas 4th District Engineering Office,2000000
148,5,Cavite 1st District Engineering Office,2000000
148,5,Cavite 2nd District Engineering Office,2000000
149,5,Cavite 3rd District Engineering Office,2000000
149,5,Laguna 1st District Engineering Office,2000000
149,5,Laguna 2nd District Engineering Office,2000000
149,5,Laguna 3rd District Engineering Office,2000000
149,5,Quezon 1st District Engineering Office,2000000
149,5,Quezon 2nd District Engineering Office,2000000
149,5,Quezon 3rd District Engineering Office,2000000
149,5,Quezon 4th District Engineering Office,2000000
149,5,Rizal 1st District Engineering Office,2000000
149,5,Rizal 2nd District Engineering Office,2000000
149,5,Regional Office IV-A,5000000
149,4,MIMAROPA Region,21000000
149,5,Marinduque District Engineering Office,2000000
149,5,Mindoro Occidental District Engineering Office,2000000
149,5,Mindoro Oriental District Engineering Office,2000000
149,5,Palawan 1st District Engineering Office,2000000
149,5,Palawan 2nd District Engineering Office,2000000
149,5,Palawan 3rd District Engineering Office,2000000
149,5,Romblon District Engineering Office,2000000
149,5,Southern Mindoro District Engineering Office,2000000
149,5,Regional Office MIMAROPA,5000000
149,4,Region V,37000000
149,5,Albay 1st District Engineering Office,2000000
149,5,Albay 2nd District Engineering Office,2000000
149,5,Albay 3rd District Engineering Office,2000000
149,5,Camarines Norte District Engineering Office,2000000
149,5,Camarines Norte Sub-District Engineering Office,2000000
149,5,Camarines Sur 1st District Engineering Office,2000000
149,5,Camarines Sur 2nd District Engineering Office,2000000
149,5,Camarines Sur 3rd District Engineering Office,2000000
149,5,Camarines Sur 4th District Engineering Office,2000000
149,5,Camarines Sur 5th District Engineering Office,2000000
149,5,Catanduanes District Engineering Office,2000000
149,5,Masbate 1st District Engineering Office,2000000
149,5,Masbate 2nd District Engineering Office,2000000
149,5,Masbate 3rd District Engineering Office,2000000
150,5,Sorsogon District Engineering Office,2000000
150,5,Sorsogon 2nd District Engineering Office,2000000
150,5,Regional Office V,5000000
150,4,Region VI,27000000
150,5,Aklan District Engineering Office,2000000
150,5,Antique District Engineering Office,2000000
150,5,Capiz 1st District Engineering Office,2000000
150,5,Capiz 2nd District Engineering Office,2000000
150,5,Guimaras District Engineering Office,2000000
150,5,Iloilo 1st District Engineering Office,2000000
150,5,Iloilo 2nd District Engineering Office,2000000
150,5,Iloilo 3rd District Engineering Office,2000000
150,5,Iloilo 4th District Engineering Office,2000000
150,5,Iloilo City District Engineering Office,2000000
150,5,Iloilo 6th District Engineering Office,2000000
150,5,Regional Office VI,5000000
150,4,Negros Island Region,25000000
150,5,Bacolod City District Engineering Office,2000000
150,5,Negros Occidental 1st District Engineering Office,2000000
150,5,Negros Occidental 2nd District Engineering Office,2000000
150,5,Negros Occidental 3rd District Engineering Office,2000000
150,5,Negros Occidental 4th District Engineering Office,2000000
150,5,Negros Occidental 5th District Engineering Office,2000000
150,5,Negros Oriental 1st District Engineering Office,2000000
150,5,Negros Oriental 2nd District Engineering Office,2000000
150,5,Negros Oriental 3rd District Engineering Office,2000000
150,5,Siquijor District Engineering Office,2000000
150,5,Regional Office NIR,5000000
150,4,Region VII,27000000
150,5,Bohol 1st District Engineering Office,2000000
150,5,Bohol 2nd District Engineering Office,2000000
150,5,Bohol 3rd District Engineering Office,2000000
150,5,Cebu 1st District Engineering Office,2000000
150,5,Cebu 2nd District Engineering Office,2000000
150,5,Cebu 3rd District Engineering Office,2000000
150,5,Cebu 4th District Engineering Office,2000000
150,5,Cebu 5th District Engineering Office,2000000
151,5,Cebu 6th District Engineering Office,2000000
151,5,Cebu 7th District Engineering Office,2000000
151,5,Cebu City District Engineering Office,2000000
151,5,Regional Office VII,5000000
151,4,Region VIII,33000000
151,5,Biliran District Engineering Office,2000000
151,5,Leyte 1st District Engineering Office,2000000
151,5,Leyte 2nd District Engineering Office,2000000
151,5,Leyte 3rd District Engineering Office,2000000
151,5,Leyte 4th District Engineering Office,2000000
151,5,Leyte 5th District Engineering Office,2000000
151,5,Southern Leyte 1st District Engineering Office,2000000
151,5,Southern Leyte 2nd District Engineering Office,2000000
151,5,Eastern Samar District Engineering Office,2000000
151,5,Northern Samar 1st District Engineering Office,2000000
151,5,Northern Samar 2nd District Engineering Office,2000000
151,5,Samar 1st District Engineering Office,2000000
151,5,Samar 2nd District Engineering Office,2000000
151,5,Tacloban City District Engineering Office,2000000
151,5,Regional Office VIII,5000000
151,4,Region IX,27000000
151,5,Isabela City District Engineering Office,2000000
151,5,Zamboanga del Norte 1st District Engineering Office,2000000
151,5,Zamboanga del Norte 2nd District Engineering Office,2000000
151,5,Zamboanga del Norte 3rd District Engineering Office,2000000
151,5,Zamboanga del Norte 4th District Engineering Office,2000000
151,5,Zamboanga del Sur 1st District Engineering Office,2000000
151,5,Zamboanga del Sur 2nd District Engineering Office,2000000
151,5,Zamboanga Sibugay 1st District Engineering Office,2000000
151,5,Zamboanga Sibugay 2nd District Engineering Office,2000000
151,5,Zamboanga City 1st District Engineering Office,2000000
151,5,Zamboanga City 2nd District Engineering Office,2000000
151,5,Regional Office IX,5000000
151,4,Region X,33000000
151,5,Bukidnon 1st District Engineering Office,2000000
151,5,Bukidnon 2nd District Engineering Office,2000000
152,5,Bukidnon 3rd District Engineering Office,2000000
152,5,Bukidnon 4th District Engineering Office,2000000
152,5,Cagayan de Oro City 1st District Engineering Office,2000000
152,5,Cagayan de Oro City 2nd District Engineering Office,2000000
152,5,Camiguin District Engineering Office,2000000
152,5,Lanao del Norte 1st District Engineering Office,2000000
152,5,Lanao del Norte 2nd District Engineering Office,2000000
152,5,Iligan City District Engineering Office,2000000
152,5,Misamis Occidental 1st District Engineering Office,2000000
152,5,Misamis Occidental 2nd District Engineering Office,2000000
152,5,Misamis Oriental 1st District Engineering Office,2000000
152,5,Misamis Oriental 2nd District Engineering Office,2000000
152,5,Regional Office X,5000000
152,4,Region XI,27000000
152,5,Davao City District Engineering Office,2000000
152,5,Davao City 2nd District Engineering Office,2000000
152,5,Davao City 3rd District Engineering Office,2000000
152,5,Davao de Oro 1st District Engineering Office,2000000
152,5,Davao de Oro 2nd District Engineering Office,2000000
152,5,Davao del Norte District Engineering Office,2000000
152,5,Davao del Norte 2nd District Engineering Office,2000000
152,5,Davao del Sur District Engineering Office,2000000
152,5,Davao Occidental District Engineering Office,2000000
152,5,Davao Oriental 1st District Engineering Office,2000000
152,5,Davao Oriental 2nd District Engineering Office,2000000
152,5,Regional Office XI,5000000
152,4,Region XII,21000000
152,5,Cotabato 1st District Engineering Office,2000000
152,5,Cotabato 2nd District Engineering Office,2000000
152,5,Cotabato 3rd District Engineering Office,2000000
152,5,Sultan Kudarat 1st District Engineering Office,2000000
152,5,Sultan Kudarat 2nd District Engineering Office,2000000
152,5,Sarangani District Engineering Office,2000000
152,5,South Cotabato 1st District Engineering Office,2000000
152,5,South Cotabato 2nd District Engineering Office,2000000
152,5,Regional Office XII,5000000
152,4,Region XIII,23000000
153,5,Agusan del Norte District Engineering Office,2000000
153,5,Butuan City District Engineering Office,2000000
153,5,Agusan del Sur 1st District Engineering Office,2000000
153,5,Agusan del Sur 2nd District Engineering Office,2000000
153,5,Surigao del Norte 1st District Engineering Office,2000000
153,5,Surigao del Norte 2nd District Engineering Office,2000000
153,5,Dinagat Islands District Engineering Office,2000000
153,5,Surigao del Sur 1st District Engineering Office,2000000
153,5,Surigao del Sur 2nd District Engineering Office,2000000
153,5,Regional Office XIII,5000000
153,4,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),5000000
153,4,Nationwide / Central Office,20000000
153,3,Detailed Engineering of Various DPWH Projects,2255000000
153,4,National Capital Region,105000000
153,5,North Manila District Engineering Office,10000000
153,5,South Manila District Engineering Office,10000000
153,5,Metro Manila 1st District Engineering Office,10000000
153,5,Metro Manila 2nd District Engineering Office,10000000
153,5,Las Pi ñ as-Muntinlupa District Engineering Office,10000000
153,5,Metro Manila 3rd District Engineering Office,10000000
153,5,Malabon-Navotas District Engineering Office,10000000
153,5,Quezon City 1st District Engineering Office,10000000
153,5,Quezon City 2nd District Engineering Office,10000000
153,5,NCR Regional Office,15000000
153,4,Region I,115000000
153,5,Ilocos Norte 1st District Engineering Office,10000000
153,5,Ilocos Norte 2nd District Engineering Office,10000000
153,5,Ilocos Sur 1st District Engineering Office,10000000
153,5,Ilocos Sur 2nd District Engineering Office,10000000
153,5,La Union 1st District Engineering Office,10000000
153,5,La Union 2nd District Engineering Office,10000000
153,5,Pangasinan 1st District Engineering Office,10000000
153,5,Pangasinan 2nd District Engineering Office,10000000
153,5,Pangasinan 3rd District Engineering Office,10000000
153,5,Pangasinan 4th District Engineering Office,10000000
154,5,Regional Office I,15000000
154,4,Cordillera Administrative Region,135000000
154,5,Abra District Engineering Office,10000000
154,5,Apayao 1st District Engineering Office,10000000
154,5,Apayao 2nd District Engineering Office,10000000
154,5,Benguet 1st District Engineering Office,10000000
154,5,Benguet 2nd District Engineering Office,10000000
154,5,Baguio City District Engineering Office,10000000
154,5,Ifugao 1st District Engineering Office,10000000
154,5,Ifugao 2nd District Engineering Office,10000000
154,5,Lower Kalinga District Engineering Office,10000000
154,5,Upper Kalinga District Engineering Office,10000000
154,5,Mt. Province District Engineering Office,10000000
154,5,Mountain Province 2nd District Engineering Office,10000000
154,5,Regional Office CAR,15000000
154,4,Region II,125000000
154,5,Batanes District Engineering Office,10000000
154,5,Cagayan 1st District Engineering Office,10000000
154,5,Cagayan 2nd District Engineering Office,10000000
154,5,Cagayan 3rd District Engineering Office,10000000
154,5,Isabela 1st District Engineering Office,10000000
154,5,Isabela 2nd District Engineering Office,10000000
154,5,Isabela 3rd District Engineering Office,10000000
154,5,Isabela 4th District Engineering Office,10000000
154,5,Nueva Vizcaya 1st District Engineering Office,10000000
154,5,Nueva Vizcaya 2nd District Engineering Office,10000000
154,5,Quirino District Engineering Office,10000000
154,5,Regional Office II,15000000
154,4,Region III,175000000
154,5,Aurora District Engineering Office,10000000
154,5,Bataan 1st District Engineering Office,10000000
154,5,Bataan 2nd District Engineering Office,10000000
154,5,Bataan 3rd District Engineering Office,10000000
154,5,Bulacan 1st District Engineering Office,10000000
154,5,Bulacan 2nd District Engineering Office,10000000
154,5,Bulacan 3rd District Engineering Office,10000000
154,5,Nueva Ecija 1st District Engineering Office,10000000
155,5,Nueva Ecija 2nd District Engineering Office,10000000
155,5,Pampanga 1st District Engineering Office,10000000
155,5,Pampanga 2nd District Engineering Office,10000000
155,5,Pampanga 3rd District Engineering Office,10000000
155,5,Tarlac District Engineering Office,10000000
155,5,Tarlac 2nd District Engineering Office,10000000
155,5,Zambales 1st District Engineering Office,10000000
155,5,Zambales 2nd District Engineering Office,10000000
155,5,Regional Office III,15000000
155,4,Region IV-A,175000000
155,5,Batangas 1st District Engineering Office,10000000
155,5,Batangas 2nd District Engineering Office,10000000
155,5,Batangas 3rd District Engineering Office,10000000
155,5,Batangas 4th District Engineering Office,10000000
155,5,Cavite 1st District Engineering Office,10000000
155,5,Cavite 2nd District Engineering Office,10000000
155,5,Cavite 3rd District Engineering Office,10000000
155,5,Laguna 1st District Engineering Office,10000000
155,5,Laguna 2nd District Engineering Office,10000000
155,5,Laguna 3rd District Engineering Office,10000000
155,5,Quezon 1st District Engineering Office,10000000
155,5,Quezon 2nd District Engineering Office,10000000
155,5,Quezon 3rd District Engineering Office,10000000
155,5,Quezon 4th District Engineering Office,10000000
155,5,Rizal 1st District Engineering Office,10000000
155,5,Rizal 2nd District Engineering Office,10000000
155,5,Regional Office IV-A,15000000
155,4,MIMAROPA Region,95000000
155,5,Marinduque District Engineering Office,10000000
155,5,Mindoro Occidental District Engineering Office,10000000
155,5,Mindoro Oriental District Engineering Office,10000000
155,5,Palawan 1st District Engineering Office,10000000
155,5,Palawan 2nd District Engineering Office,10000000
155,5,Palawan 3rd District Engineering Office,10000000
155,5,Romblon District Engineering Office,10000000
155,5,Southern Mindoro District Engineering Office,10000000
156,5,Regional Office MIMAROPA,15000000
156,4,Region V,175000000
156,5,Albay 1st District Engineering Office,10000000
156,5,Albay 2nd District Engineering Office,10000000
156,5,Albay 3rd District Engineering Office,10000000
156,5,Camarines Norte District Engineering Office,10000000
156,5,Camarines Norte Sub-District Engineering Office,10000000
156,5,Camarines Sur 1st District Engineering Office,10000000
156,5,Camarines Sur 2nd District Engineering Office,10000000
156,5,Camarines Sur 3rd District Engineering Office,10000000
156,5,Camarines Sur 4th District Engineering Office,10000000
156,5,Camarines Sur 5th District Engineering Office,10000000
156,5,Catanduanes District Engineering Office,10000000
156,5,Masbate 1st District Engineering Office,10000000
156,5,Masbate 2nd District Engineering Office,10000000
156,5,Masbate 3rd District Engineering Office,10000000
156,5,Sorsogon District Engineering Office,10000000
156,5,Sorsogon 2nd District Engineering Office,10000000
156,5,Regional Office V,15000000
156,4,Region VI,125000000
156,5,Aklan District Engineering Office,10000000
156,5,Antique District Engineering Office,10000000
156,5,Capiz 1st District Engineering Office,10000000
156,5,Capiz 2nd District Engineering Office,10000000
156,5,Guimaras District Engineering Office,10000000
156,5,Iloilo 1st District Engineering Office,10000000
156,5,Iloilo 2nd District Engineering Office,10000000
156,5,Iloilo 3rd District Engineering Office,10000000
156,5,Iloilo 4th District Engineering Office,10000000
156,5,Iloilo City District Engineering Office,10000000
156,5,Iloilo 6th District Engineering Office,10000000
156,5,Regional Office VI,15000000
156,4,Negros Island Region,115000000
156,5,Bacolod City District Engineering Office,10000000
156,5,Negros Occidental 1st District Engineering Office,10000000
156,5,Negros Occidental 2nd District Engineering Office,10000000
156,5,Negros Occidental 3rd District Engineering Office,10000000
157,5,Negros Occidental 4th District Engineering Office,10000000
157,5,Negros Occidental 5th District Engineering Office,10000000
157,5,Negros Oriental 1st District Engineering Office,10000000
157,5,Negros Oriental 2nd District Engineering Office,10000000
157,5,Negros Oriental 3rd District Engineering Office,10000000
157,5,Siquijor District Engineering Office,10000000
157,5,Regional Office NIR,15000000
157,4,Region VII,125000000
157,5,Bohol 1st District Engineering Office,10000000
157,5,Bohol 2nd District Engineering Office,10000000
157,5,Bohol 3rd District Engineering Office,10000000
157,5,Cebu 1st District Engineering Office,10000000
157,5,Cebu 2nd District Engineering Office,10000000
157,5,Cebu 3rd District Engineering Office,10000000
157,5,Cebu 4th District Engineering Office,10000000
157,5,Cebu 5th District Engineering Office,10000000
157,5,Cebu 6th District Engineering Office,10000000
157,5,Cebu 7th District Engineering Office,10000000
157,5,Cebu City District Engineering Office,10000000
157,5,Regional Office VII,15000000
157,4,Region VIII,155000000
157,5,Biliran District Engineering Office,10000000
157,5,Leyte 1st District Engineering Office,10000000
157,5,Leyte 2nd District Engineering Office,10000000
157,5,Leyte 3rd District Engineering Office,10000000
157,5,Leyte 4th District Engineering Office,10000000
157,5,Leyte 5th District Engineering Office,10000000
157,5,Southern Leyte 1st District Engineering Office,10000000
157,5,Southern Leyte 2nd District Engineering Office,10000000
157,5,Eastern Samar District Engineering Office,10000000
157,5,Northern Samar 1st District Engineering Office,10000000
157,5,Northern Samar 2nd District Engineering Office,10000000
157,5,Samar 1st District Engineering Office,10000000
157,5,Samar 2nd District Engineering Office,10000000
157,5,Tacloban City District Engineering Office,10000000
157,5,Regional Office VIII,15000000
158,4,Region IX,125000000
158,5,Isabela City District Engineering Office,10000000
158,5,Zamboanga del Norte 1st District Engineering Office,10000000
158,5,Zamboanga del Norte 2nd District Engineering Office,10000000
158,5,Zamboanga del Norte 3rd District Engineering Office,10000000
158,5,Zamboanga del Norte 4th District Engineering Office,10000000
158,5,Zamboanga del Sur 1st District Engineering Office,10000000
158,5,Zamboanga del Sur 2nd District Engineering Office,10000000
158,5,Zamboanga Sibugay 1st District Engineering Office,10000000
158,5,Zamboanga Sibugay 2nd District Engineering Office,10000000
158,5,Zamboanga City 1st District Engineering Office,10000000
158,5,Zamboanga City 2nd District Engineering Office,10000000
158,5,Regional Office IX,15000000
158,4,Region X,155000000
158,5,Bukidnon 1st District Engineering Office,10000000
158,5,Bukidnon 2nd District Engineering Office,10000000
158,5,Bukidnon 3rd District Engineering Office,10000000
158,5,Bukidnon 4th District Engineering Office,10000000
158,5,Cagayan de Oro City 1st District Engineering Office,10000000
158,5,Cagayan de Oro City 2nd District Engineering Office,10000000
158,5,Camiguin District Engineering Office,10000000
158,5,Lanao del Norte 1st District Engineering Office,10000000
158,5,Lanao del Norte 2nd District Engineering Office,10000000
158,5,Iligan City District Engineering Office,10000000
158,5,Misamis Occidental 1st District Engineering Office,10000000
158,5,Misamis Occidental 2nd District Engineering Office,10000000
158,5,Misamis Oriental 1st District Engineering Office,10000000
158,5,Misamis Oriental 2nd District Engineering Office,10000000
158,5,Regional Office X,15000000
158,4,Region XI,125000000
158,5,Davao City District Engineering Office,10000000
158,5,Davao City 2nd District Engineering Office,10000000
158,5,Davao City 3rd District Engineering Office,10000000
158,5,Davao de Oro 1st District Engineering Office,10000000
158,5,Davao de Oro 2nd District Engineering Office,10000000
158,5,Davao del Norte District Engineering Office,10000000
158,5,Davao del Norte 2nd District Engineering Office,10000000
159,5,Davao del Sur District Engineering Office,10000000
159,5,Davao Occidental District Engineering Office,10000000
159,5,Davao Oriental 1st District Engineering Office,10000000
159,5,Davao Oriental 2nd District Engineering Office,10000000
159,5,Regional Office XI,15000000
159,4,Region XII,95000000
159,5,Cotabato 1st District Engineering Office,10000000
159,5,Cotabato 2nd District Engineering Office,10000000
159,5,Cotabato 3rd District Engineering Office,10000000
159,5,Sultan Kudarat 1st District Engineering Office,10000000
159,5,Sultan Kudarat 2nd District Engineering Office,10000000
159,5,Sarangani District Engineering Office,10000000
159,5,South Cotabato 1st District Engineering Office,10000000
159,5,South Cotabato 2nd District Engineering Office,10000000
159,5,Regional Office XII,15000000
159,4,Region XIII,105000000
159,5,Agusan del Norte District Engineering Office,10000000
159,5,Butuan City District Engineering Office,10000000
159,5,Agusan del Sur 1st District Engineering Office,10000000
159,5,Agusan del Sur 2nd District Engineering Office,10000000
159,5,Surigao del Norte 1st District Engineering Office,10000000
159,5,Surigao del Norte 2nd District Engineering Office,10000000
159,5,Dinagat Islands District Engineering Office,10000000
159,5,Surigao del Sur 1st District Engineering Office,10000000
159,5,Surigao del Sur 2nd District Engineering Office,10000000
159,5,Regional Office XIII,15000000
159,4,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),15000000
159,4,Nationwide / Central Office,15000000
159,3,Geotechnical Investigation of various DPWH Infrastructure Projects,482000000
159,4,National Capital Region,14000000
159,5,North Manila District Engineering Office,1000000
159,5,South Manila District Engineering Office,1000000
159,5,Metro Manila 1st District Engineering Office,1000000
159,5,Metro Manila 2nd District Engineering Office,1000000
159,5,Las Pi ñ as-Muntinlupa District Engineering Office,1000000
159,5,Metro Manila 3rd District Engineering Office,1000000
160,5,Malabon-Navotas District Engineering Office,1000000
160,5,Quezon City 1st District Engineering Office,1000000
160,5,Quezon City 2nd District Engineering Office,1000000
