page,tier,label,amounts
417,7,"Construction (Completion) of Public Water Supply System, Barangay Maligaya, Mahaplag, Leyte",2500000
417,7,"Construction (Completion) of Public Water Supply System, Barangay Monterico, Baybay City",2500000
417,7,"Construction (Completion) of Public Water Supply System, Barangay New Taligue, Abuyog, Leyte",2500000
417,7,"Construction (Completion) of Public Water Supply System, Barangay Polahongon, Mahaplag, Leyte",2500000
417,7,"Construction (Completion) of Public Water Supply System, Barangay San Antonio, Hilongos, Leyte",2500000
417,7,"Construction (Completion) of Public Water Supply System, Brgy. New Taligue, Abuyog, Leyte",2500000
417,5,Northern Samar 1st District Engineering Office,39900000
417,7,"Construction of Water Supply System (Level II ), Barangay Oson, Capul, Northern Samar",3000000
417,7,"Construction of Water Supply System (Level II ), Barangay San Jose, Lope de Vega, Northern Samar",3000000
417,7,"Construction of Water Supply System Level II, Barangay San Pedro, Biri, Northern Samar (12.651643, 124.389982)",18900000
417,7,"Rehabilitation of Water Supply System, Biri, Northern Samar (12.66202, 124.36655)",15000000
417,4,Region IX,93500000
417,5,Zamboanga del Norte 2nd District Engineering Office,20000000
417,7,"Construction of Public Water Supply System, Brgy. Basagan, Katipunan, Zamboanga del Norte",5000000
417,7,"Construction of Public Water Supply System, Brgy. Libuton, Manukan, Zamboanga del Norte",5000000
417,7,"Construction of Public Water Supply System, Brgy. Lumaping, Jose Dalman, Zamboanga del Norte",5000000
417,7,"Construction of Public Water Supply System, Brgy. Sitog, Katipunan, Zamboanga del Norte",5000000
417,5,Zamboanga del Norte 3rd District Engineering Office,2500000
417,7,"Construction of Water System in Brgy. Maigang, Liloy, Zamboanga del Norte",2500000
417,5,Zamboanga Sibugay 1st District Engineering Office,66000000
418,7,"Construction (Completion) of Public Water Supply System in Barangay Dawa-Dawa, Alicia, Zamboanga Sibugay",3000000
418,7,"Construction of Public Water Supply System in Barangay Gulayon, Alicia, Zamboanga Sibugay",5000000
418,7,"Construction of Public Water Supply System in Barangay Poblacion, Payao, Zamboanga Sibugay",10000000
418,7,"Construction of Public Water Supply System in Barangay Punawan, Mabuhay, Zamboanga Sibugay",5000000
418,7,"Construction of Public Water Supply System in Brgy. Goling, Diplahan, Zamboanga Sibugay",20000000
418,7,"Construction of Public Water Supply System in Brgy. Lutiman, Alicia, Zamboanga Sibugay",5000000
418,7,"Construction of Public Water Supply System in Brgy. Mt. View, Payao, Zamboanga Sibugay",10000000
418,7,"Construction of Public Water Supply System in Brgy. Pulo Laum, Olutanga, Zamboanga Sibugay",5000000
418,7,"Rehabilitation of Public Water Supply System in Barangay Naga-Naga, Alicia, Zamboanga Sibugay",3000000
418,5,Zamboanga Sibugay 2nd District Engineering Office,5000000
418,7,"Construction of Water Supply System, Brgy. Gango, R. T. Lim Zamboanga Sibugay",5000000
418,4,Region X,132000000
418,5,Cagayan de Oro City 1st District Engineering Office,60000000
418,7,"Construction of Solar Water System in Barangay Balulang, Cagayan de Oro City",10000000
418,7,"Construction of Solar Water System in Barangay Canitoan, Cagayan de Oro City",10000000
418,7,"Construction of Solar Water System in Barangay Dansolihon, Cagayan de Oro City",10000000
418,7,"Construction of Solar Water System in Barangay Lumbia, Cagayan de Oro City",10000000
418,7,"Construction of Solar Water System in Barangay Pagalungan, Cagayan de Oro City",10000000
418,7,"Construction of Solar Water System in Barangay Tumpagon, Cagayan de Oro City",10000000
418,5,Iligan City District Engineering Office,12000000
418,7,"Construction of Solar Water Supply System at Purok 10A Matuog, Barangay Kiwalan, Iligan City",12000000
418,5,Lanao del Norte 1st District Engineering Office,30000000
418,7,"Construction of Solar Water System, Barangay Banco, Matungao (Sabmersible)",10000000
418,7,"Construction of Water Supply Systems, Barangay Bubong, Kolambugan, Lanao del Norte",5000000
418,7,"Construction of Water Supply Systems, Barangay Small Banisilon, Kolambugan, Lanao del Norte",5000000
418,7,"Construction of Water Supply Systems, Brgy. Caniogan, Tubod, Lanao del Norte (123.89399, 7.995810)",5000000
418,7,"Construction of Water Supply Systems, Linamon National High School, Linamon, Lanao del Norte",5000000
419,5,Misamis Oriental 2nd District Engineering Office,30000000
419,7,"Construction of New Water System, Barangay Tipolohon, Claveria, Misamis Oriental",5000000
419,7,"Construction of Water System, Barangay Aluna, Initao, Misamis Oriental",5000000
419,7,"Construction of Water System, Barangay Andales, Initao, Misamis Oriental",5000000
419,7,"Construction of Water System, Barangay Bagocboc, Opol, Misamis Oriental",5000000
419,7,"Construction of Water System, Barangay Pontacon, Initao, Misamis Oriental",5000000
419,7,"Construction of Water System, Barangay Ulaliman, El Salvador City, Misamis Oriental",5000000
419,4,Region XI,443500000
419,5,Davao de Oro 1st District Engineering Office,144500000
419,7,"Construction (Completion) of Water System Level II, Barangay Bollukan, Laak, Davao de Oro",3500000
419,7,"Construction (Completion) of Water System Level II, Barangay Bongbong and Barangay Tambongon, Pantukan, Davao de Oro",10000000
419,7,"Construction (Completion) of Water System Level II, Barangay Magangit, Maco, Davao de Oro",3000000
419,7,"Construction (Completion) of Water System Level II, Barangay New Asturias, Maco, Davao de Oro",4000000
419,7,"Construction of Solar Water System Level II, at Barangay Matilo, Nabunturan, Davao de Oro",10000000
419,7,"Construction of Solar Water System Level II, at Barangay Ogao, Nabunturan, Davao de Oro",10000000
419,7,"Construction of Solar Water System Level II, Barangay Panoraon, Maco, Davao de Oro",10000000
419,7,"Construction of Solar Water System Level II, Barangay Poblacion, Maco, Davao de Oro",10000000
419,7,"Construction of Solar Water System Level II, Purok 1, Barangay Saosao, Mawab, Davao de Oro",10000000
419,7,"Construction of Water System Level II, Barangay Banbanon, Laak, Davao de Oro",12000000
419,7,"Construction of Water System Level II, Barangay Cebulida, Laak, Davao de Oro",10000000
419,7,"Construction of Water System Level II, Barangay Datu Davao, Laak, Davao de Oro",12000000
419,7,"Construction of Water System Level II, Barangay Manipongol, Maco, Davao de Oro",10000000
419,7,"Construction of Water System Level II, Highland Side, Pantukan, Davao de Oro",20000000
419,7,"Construction of Water System Level II, Purok Pagkakaisa, Barangay Cuambog, Mabini, Davao de Oro",10000000
419,5,Davao del Norte 2nd District Engineering Office,60000000
419,7,"Construction of Water Supply System, Barangay Tagbaobo, Samal District, IGACOS, Davao del Norte",5000000
419,7,"Construction of Water Supply System, Kasilak, Panabo City, Davao del Norte",5000000
419,7,"Construction of Water Supply System, Lower Panaga, Panabo City, Davao del Norte",5000000
420,7,"Construction of Water Supply Systems, Purok Pogata Compound, Purok Cogon Area, Purok Centro 1, Barangay J. P. Laurel, Panabo City, Davao del Norte",15000000
420,7,"Construction of Water System Facility, Samal and Kaputian District, IGACOS, Davao del Norte",25000000
420,7,"Rehabilitation of Water Supply System, Barangay Tagpopongan, Samal District, IGACOS, Davao del Norte",5000000
420,5,Davao del Norte District Engineering Office,36000000
420,7,"Construction of Water Supply System Level II, Barangay Capungagan, Kapalong, Davao del Norte",10000000
420,7,"Construction of Water Supply System Level II, Barangay Libuton, Sawata, Davao del Norte",10000000
420,7,"Construction of Water Supply System Level II, Barangay San Miguel, Sawata, Davao del Norte",10000000
420,7,"Construction of Water Supply System Level II, Barangay Santa Cruz, New Corella, Davao del Norte",6000000
420,5,Davao del Sur District Engineering Office,203000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Blocon, Magsaysay, Davao del Sur",5000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Bonifacio, Bansalan, Davao del Sur",3000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Buri, Matanao, Davao del Sur",4000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Cogon Bacaca, Kiblawan, Davao del Sur",2000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Goma, Digos City, Davao del Sur",5000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Kapatagan, Digos City, Davao del Sur",5000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Mabunga, Bansalan, Davao del Sur",2000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Mahayahay, Digos City, Davao del Sur",3000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Mangga, Matanao, Davao del Sur",2000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Santo Ni ñ o, Bansalan, Davao del Sur",3000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Sinawilan, Matanao, Davao del Sur",4000000
420,7,"Construction (Completion) of Public Water Supply System, Barangay Zone 2, Santa Cruz, Davao del Sur",3000000
420,7,"Construction (Completion) of Public Water Supply System, Barangays Hagonoy 29 (Crossing ), Paligue, and Aplaya, Hagonoy, Davao del Sur",5000000
420,7,"Construction (Completion) of Public Water Supply System, Barangays San Isidro, Balutakay, and Leling, Hagonoy, Davao del Sur",5000000
420,7,"Construction (Completion) of Public Water Supply System, Padada, Davao del Sur",5000000
420,7,"Construction (Completion) of Public Water Supply System, Sitio Napan and Tubor, Barangay Goma, Digos City, Davao del Sur",5000000
421,7,"Construction (Completion) of Public Water Supply System, Barangay Carre, Sulop, Davao del Sur",3500000
421,7,"Construction (Completion) of Public Water Supply System, Barangay Lapulabao, Hagonoy, Davao del Sur",5000000
421,7,"Construction (Completion) of Public Water Supply System, Barangay Maliit Digos, Hagonoy, Davao del Sur",2000000
421,7,"Construction (Completion) of Public Water Supply System, Barangay Parame, Sulop, Davao del Sur",5000000
421,7,"Construction (Completion) of Public Water Supply System, Barangay Upper Bala, Magsaysay, Davao del Sur",3000000
421,7,"Construction of Public Water Supply System, Barangay Binaton, Digos City, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Barangay Dolo, Bansalan, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Barangay Managa, Bansalan, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Barangay New Murcia, Matanao, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Barangay Poblacion, Hagonoy, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Barangay Poblacion, Magsaysay, Davao del Sur",10000000
421,7,"Construction of Public Water Supply System, Barangay Sinarangan, Matanao, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Barangay Tacul, Kiblawan, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Barangay Tacul, Magsaysay, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Barangay Tagolilong, Sulop, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Purok 3, Barangay Kibao, Matanao, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Purok 5, Barangay San Vicente, Matanao, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Purok 5A and 5B, Barangay Mabuhay, Bansalan, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Purok 6 and 7, Buenavista, Bansalan, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Purok 6, Barangay Dalumay, Magsaysay, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Purok Acuas, Barangay Tubod, Bansalan, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Purok Banikanhon, Barangay Poblacion 2, Bansalan, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Purok Cortez and Rambutan, Barangay Melilia, Santa Cruz, Davao del Sur",5000000
421,7,"Construction of Public Water Supply System, Purok Garcia, Barangay Mabunga, Bansalan, Davao del Sur",5000000
422,7,"Construction of Public Water Supply System, Purok Lower Nebrada, Barangay Poblacion 2, Bansalan, Davao del Sur",5000000
422,7,"Construction of Public Water Supply System, Purok Makugihon Dos, Sitio Bugac, Poblacion 2, Bansalan, Davao del Sur",5000000
422,7,"Construction of Public Water Supply System, Purok Maligaya, Barangay Poblacion Uno, Bansalan, Davao del Sur",5000000
422,7,"Construction of Public Water Supply System, Purok Uno, Barangay Buenavista, Bansalan, Davao del Sur",5000000
422,7,"Construction of Public Water Supply System, Barangay Balnate, Magsaysay, Davao del Sur",3500000
422,4,Region XII,58500000
422,5,Cotabato 1st District Engineering Office,11000000
422,7,"Construction of Water System Level I, Barangay Bulod, Pikit, Cotabato",3000000
422,7,"Construction of Water System Level I, Purok Mahogany, Barangay Sadaan, Midsayap, Cotabato",3000000
422,7,"Construction of Water System Level II, Barangay Cabpangi, Libungan, Cotabato",5000000
422,5,Cotabato 2nd District Engineering Office,17000000
422,7,"Construction (Completion) of Water System, Barangay Leboce, Makilala, North Cotabato",2000000
422,7,"Construction of Solar Water System, BSP Camp Old Bulatukan, Makilala, North Cotabato",10000000
422,7,"Construction of Water System, Barangay Malungon, Makilala, North Cotabato",5000000
422,5,Cotabato 3rd District Engineering Office,25000000
422,7,"Construction (Completion) of Solar Water System, Purok 4, Barangay Magallon, M ' Lang, Cotabato",5000000
422,7,"Construction of Solar Water System, Barangay Carugmanan, Banisilan, Cotabato",5000000
422,7,"Construction of Solar Water System, Barangay Pantar, Banisilan, Cotabato",5000000
422,7,"Construction of Solar Water System, Purok 7, Barangay Tibao, M ' Lang, Cotabato",5000000
422,7,"Construction of Water System, Barangay G. Baynosa, Tulunan, Cotabato",5000000
422,5,South Cotabato 2nd District Engineering Office,5500000
422,7,"Construction of Water System, Sitio Paglaum, Barangay Maibo, Tantangan, South Cotabato",3000000
422,7,"Construction of Water System, Sitio Siok, Barangay Mabini, Koronadal City, South Cotabato",2500000
422,4,Region XIII,27500000
422,5,Dinagat Islands District Engineering Office,10000000
422,7,"Construction of Water Supply System at Barangay Benglen, Basilisa, Dinagat Islands, (10.12833, 125.609166)",10000000
422,5,Surigao del Norte 2nd District Engineering Office,17500000
422,7,"Rehabilitation of Water Supply System, Barangay Amoslog, Placer, Surigao del Norte",3500000
422,7,"Rehabilitation of Water Supply System, Barangay Balibayon, Surigao City, Surigao del Norte",3500000
422,7,"Rehabilitation of Water Supply System, Barangay Julio Ouano, Alegria, Surigao del Norte",3500000
423,7,"Rehabilitation of Water Supply System, Barangay Lower Patag, Sison, Surigao del Norte",3500000
423,7,"Rehabilitation of Water Supply System, Barangay Magtangale, San Francisco, Surigao del Norte",3500000
424,3,Septage and Sewerage,100000000
424,4,National Capital Region,100000000
424,5,Central Office,100000000
424,6,National Capital Region,100000000
424,7,Construction / Rehabilitation of Septage and / or Sewerage,100000000
424,3,Rainwater Collector System,1027200000
424,4,National Capital Region,1027200000
424,5,Central Office,1027200000
424,6,National Capital Region,46800000
424,7,Las Pi ñ as-Muntinlupa District Engineering Office,4200000
424,7,Malabon-Navotas District Engineering Office,4200000
424,7,Metro Manila 1st District Engineering Office,4200000
424,7,Metro Manila 2nd District Engineering Office,4200000
424,7,Metro Manila 3rd District Engineering Office,4200000
424,7,NCR Regional Office,9000000
424,7,North Manila District Engineering Office,4200000
424,7,Quezon City 1st District Engineering Office,4200000
424,7,Quezon City 2nd District Engineering Office,4200000
424,7,South Manila District Engineering Office,4200000
424,6,Region I,51000000
424,7,Ilocos Norte 1st District Engineering Office,4200000
424,7,Ilocos Norte 2nd District Engineering Office,4200000
424,7,Ilocos Sur 1st District Engineering Office,4200000
424,7,Ilocos Sur 2nd District Engineering Office,4200000
424,7,La Union 1st District Engineering Office,4200000
424,7,La Union 2nd District Engineering Office,4200000
424,7,Pangasinan 1st District Engineering Office,4200000
424,7,Pangasinan 2nd District Engineering Office,4200000
424,7,Pangasinan 3rd District Engineering Office,4200000
424,7,Pangasinan 4th District Engineering Office,4200000
424,7,Regional Office I,9000000
424,6,Cordillera Administrative Region,59400000
424,7,Abra District Engineering Office,4200000
424,7,Apayao 1st District Engineering Office,4200000
424,7,Apayao 2nd District Engineering Office,4200000
424,7,Baguio City District Engineering Office,4200000
424,7,Benguet 1st District Engineering Office,4200000
424,7,Benguet 2nd District Engineering Office,4200000
425,7,CAR Regional Office,9000000
425,7,Ifugao 1st District Engineering Office,4200000
425,7,Ifugao 2nd District Engineering Office,4200000
425,7,Lower Kalinga District Engineering Office,4200000
425,7,Mountain Province 1st District Engineering Office,4200000
425,7,Mountain Province 2nd District Engineering Office,4200000
425,7,Upper Kalinga District Engineering Office,4200000
425,6,Region II,55200000
425,7,Batanes District Engineering Office,4200000
425,7,Cagayan 1st District Engineering Office,4200000
425,7,Cagayan 2nd District Engineering Office,4200000
425,7,Cagayan 3rd District Engineering Office,4200000
425,7,Isabela 1st District Engineering Office,4200000
425,7,Isabela 2nd District Engineering Office,4200000
425,7,Isabela 3rd District Engineering Office,4200000
425,7,Isabela 4th District Engineering Office,4200000
425,7,Nueva Vizcaya 2nd District Engineering Office,4200000
425,7,Nueva Vizcaya District Engineering Office,4200000
425,7,Quirino District Engineering Office,4200000
425,7,Regional Office II,9000000
425,6,Region III,76200000
425,7,Aurora District Engineering Office,4200000
425,7,Bataan 1st District Engineering Office,4200000
425,7,Bataan 2nd District Engineering Office,4200000
425,7,Bataan 3rd District Engineering Office,4200000
425,7,Bulacan 1st District Engineering Office,4200000
425,7,Bulacan 2nd District Engineering Office,4200000
425,7,Bulacan 3rd District Engineering Office,4200000
425,7,Nueva Ecija 1st District Engineering Office,4200000
425,7,Nueva Ecija 2nd District Engineering Office,4200000
425,7,Pampanga 1st District Engineering Office,4200000
425,7,Pampanga 2nd District Engineering Office,4200000
425,7,Pampanga 3rd District Engineering Office,4200000
425,7,Regional Office III,9000000
425,7,Tarlac 2nd District Engineering Office,4200000
425,7,Tarlac District Engineering Office,4200000
426,7,Zambales 1st District Engineering Office,4200000
426,7,Zambales 2nd District Engineering Office,4200000
426,6,Region IV-A,76200000
426,7,Batangas 1st District Engineering Office,4200000
426,7,Batangas 2nd District Engineering Office,4200000
426,7,Batangas 3rd District Engineering Office,4200000
426,7,Batangas 4th District Engineering Office,4200000
426,7,Cavite 1st District Engineering Office,4200000
426,7,Cavite 2nd District Engineering Office,4200000
426,7,Cavite 3rd District Engineering Office,4200000
426,7,Laguna 1st District Engineering Office,4200000
426,7,Laguna 2nd District Engineering Office,4200000
426,7,Laguna 3rd District Engineering Office,4200000
426,7,Quezon 1st District Engineering Office,4200000
426,7,Quezon 2nd District Engineering Office,4200000
426,7,Quezon 3rd District Engineering Office,4200000
426,7,Quezon 4th District Engineering Office,4200000
426,7,Regional Office IV-A,9000000
426,7,Rizal 1st District Engineering Office,4200000
426,7,Rizal 2nd District Engineering Office,4200000
426,6,MIMAROPA Region,42600000
426,7,Marinduque District Engineering Office,4200000
426,7,Mindoro Occidental District Engineering Office,4200000
426,7,Mindoro Oriental District Engineering Office,4200000
426,7,Palawan 1st District Engineering Office,4200000
426,7,Palawan 2nd District Engineering Office,4200000
426,7,Palawan 3rd District Engineering Office,4200000
426,7,Regional Office MIMAROPA Region,9000000
426,7,Romblon District Engineering Office,4200000
426,7,Southern Mindoro District Engineering Office,4200000
426,6,Region V,76200000
426,7,Albay 1st District Engineering Office,4200000
426,7,Albay 2nd District Engineering Office,4200000
426,7,Albay 3rd District Engineering Office,4200000
426,7,Camarines Norte District Engineering Office,4200000
426,7,Camarines Norte Sub District Engineering Office,4200000
426,7,Camarines Sur 1st District Engineering Office,4200000
427,7,Camarines Sur 2nd District Engineering Office,4200000
427,7,Camarines Sur 3rd District Engineering Office,4200000
427,7,Camarines Sur 4th District Engineering Office,4200000
427,7,Camarines Sur 5th District Engineering Office,4200000
427,7,Catanduanes District Engineering Office,4200000
427,7,Masbate 1st District Engineering Office,4200000
427,7,Masbate 2nd District Engineering Office,4200000
427,7,Masbate 3rd District Engineering Office,4200000
427,7,Regional Office V,9000000
427,7,Sorsogon 2nd District Engineering Office,4200000
427,7,Sorsogon District Engineering Office,4200000
427,6,Region VI,55200000
427,7,Aklan District Engineering Office,4200000
427,7,Antique District Engineering Office,4200000
427,7,Capiz 1st District Engineering Office,4200000
427,7,Capiz 2nd District Engineering Office,4200000
427,7,Guimaras District Engineering Office,4200000
427,7,Iloilo 1st District Engineering Office,4200000
427,7,Iloilo 2nd District Engineering Office,4200000
427,7,Iloilo 3rd District Engineering Office,4200000
427,7,Iloilo 4th District Engineering Office,4200000
427,7,Iloilo 6th District Engineering Office,4200000
427,7,Iloilo City District Engineering Office,4200000
427,7,Regional Office VI,9000000
427,6,Negros Island Region,51000000
427,7,Bacolod City District Engineering Office,4200000
427,7,Negros Occidental 1st District Engineering Office,4200000
427,7,Negros Occidental 2nd District Engineering Office,4200000
427,7,Negros Occidental 3rd District Engineering Office,4200000
427,7,Negros Occidental 4th District Engineering Office,4200000
427,7,Negros Occidental 5th District Engineering Office,4200000
427,7,Negros Oriental 1st District Engineering Office,4200000
427,7,Negros Oriental 2nd District Engineering Office,4200000
427,7,Negros Oriental 3rd District Engineering Office,4200000
427,7,NIR Regional Office,9000000
427,7,Siquijor District Engineering Office,4200000
428,6,Region VII,55200000
428,7,Bohol 1st District Engineering Office,4200000
428,7,Bohol 2nd District Engineering Office,4200000
428,7,Bohol 3rd District Engineering Office,4200000
428,7,Cebu 1st District Engineering Office,4200000
428,7,Cebu 2nd District Engineering Office,4200000
428,7,Cebu 3rd District Engineering Office,4200000
428,7,Cebu 4th District Engineering Office,4200000
428,7,Cebu 5th District Engineering Office,4200000
428,7,Cebu 6th District Engineering Office,4200000
428,7,Cebu 7th District Engineering Office,4200000
428,7,Cebu City District Engineering Office,4200000
428,7,Regional Office VII,9000000
428,6,Region VIII,67800000
428,7,Biliran District Engineering Office,4200000
428,7,Eastern Samar District Engineering Office,4200000
428,7,Leyte 1st District Engineering Office,4200000
428,7,Leyte 2nd District Engineering Office,4200000
428,7,Leyte 3rd District Engineering Office,4200000
428,7,Leyte 4th District Engineering Office,4200000
428,7,Leyte 5th District Engineering Office,4200000
428,7,Northern Samar 1st District Engineering Office,4200000
428,7,Northern Samar 2nd District Engineering Office,4200000
428,7,Regional Office VIII,9000000
428,7,Samar 1st District Engineering Office,4200000
428,7,Samar 2nd District Engineering Office,4200000
428,7,Southern Leyte 1st District Engineering Office,4200000
428,7,Southern Leyte 2nd District Engineering Office,4200000
428,7,Tacloban City District Engineering Office,4200000
428,6,Region IX,63600000
428,7,Isabela City District Engineering Office,4200000
428,7,Regional Office IX,9000000
428,7,Sulu 1st District Engineering Office,4200000
428,7,Sulu 2nd District Engineering Office,4200000
428,7,Zamboanga City 1st District Engineering Office,4200000
428,7,Zamboanga City 2nd District Engineering Office,4200000
429,7,Zamboanga del Norte 1st District Engineering Office,4200000
429,7,Zamboanga del Norte 2nd District Engineering Office,4200000
429,7,Zamboanga del Norte 3rd District Engineering Office,4200000
429,7,Zamboanga del Norte 4th District Engineering Office,4200000
429,7,Zamboanga del Sur 1st District Engineering Office,4200000
429,7,Zamboanga del Sur 2nd District Engineering Office,4200000
429,7,Zamboanga Sibugay 1st District Engineering Office,4200000
429,7,Zamboanga Sibugay 2nd District Engineering Office,4200000
429,6,Region X,67800000
429,7,Bukidnon 1st District Engineering Office,4200000
429,7,Bukidnon 2nd District Engineering Office,4200000
429,7,Bukidnon 3rd District Engineering Office,4200000
429,7,Bukidnon 4th District Engineering Office,4200000
429,7,Cagayan de Oro City 1st District Engineering Office,4200000
429,7,Cagayan de Oro City 2nd District Engineering Office,4200000
429,7,Camiguin District Engineering Office,4200000
429,7,Iligan City District Engineering Office,4200000
429,7,Lanao del Norte 1st District Engineering Office,4200000
429,7,Lanao del Norte 2nd District Engineering Office,4200000
429,7,Misamis Occidental 1st District Engineering Office,4200000
429,7,Misamis Occidental 2nd District Engineering Office,4200000
429,7,Misamis Oriental 1st District Engineering Office,4200000
429,7,Misamis Oriental 2nd District Engineering Office,4200000
429,7,Regional Office X,9000000
429,6,Region XI,55200000
429,7,Davao City 2nd District Engineering Office,4200000
429,7,Davao City 3rd District Engineering Office,4200000
429,7,Davao City District Engineering Office,4200000
429,7,Davao de Oro 1st District Engineering Office,4200000
429,7,Davao de Oro 2nd District Engineering Office,4200000
429,7,Davao del Norte 2nd District Engineering Office,4200000
429,7,Davao del Norte District Engineering Office,4200000
429,7,Davao del Sur District Engineering Office,4200000
429,7,Davao Occidental District Engineering Office,4200000
429,7,Davao Oriental 1st District Engineering Office,4200000
429,7,Davao Oriental 2nd District Engineering Office,4200000
430,7,Regional Office XI,9000000
430,6,Region XII,42600000
430,7,Cotabato 1st District Engineering Office,4200000
430,7,Cotabato 2nd District Engineering Office,4200000
430,7,Cotabato 3rd District Engineering Office,4200000
430,7,Regional Office XII,9000000
430,7,Sarangani District Engineering Office,4200000
430,7,South Cotabato 1st District Engineering Office,4200000
430,7,South Cotabato 2nd District Engineering Office,4200000
430,7,Sultan Kudarat 1st District Engineering Office,4200000
430,7,Sultan Kudarat 2nd District Engineering Office,4200000
430,6,Region XIII,46800000
430,7,Agusan del Norte District Engineering Office,4200000
430,7,Agusan del Sur 1st District Engineering Office,4200000
430,7,Agusan del Sur 2nd District Engineering Office,4200000
430,7,Butuan City District Engineering Office,4200000
430,7,Dinagat Islands District Engineering Office,4200000
430,7,Regional Office XIII,9000000
430,7,Surigao del Norte 1st District Engineering Office,4200000
430,7,Surigao del Norte 2nd District Engineering Office,4200000
430,7,Surigao del Sur 1st District Engineering Office,4200000
430,7,Surigao del Sur 2nd District Engineering Office,4200000
430,6,Nationwide,38400000
430,7,BARMM,38400000
430,2,Rehabilitation of Disaster-Related Infrastructure and Other Facilities,1000000000
430,4,National Capital Region,1000000000
430,5,Central Office,1000000000
430,7,Rehabilitation of Disaster-Related Infrastructure and Other Facilities,1000000000
431,2,"Construction / Rehabilitation / Improvement of Facilities for Persons with Disabilities (PWD) and Elderlies / Senior Citizens, including Gender-Responsive Facilities",510000000
431,3,Facilities for Persons with Disabilities (PWD),85000000
431,4,National Capital Region,85000000
431,5,Central Office,85000000
431,7,National Capital Region,5000000
431,7,Region I,5000000
431,7,Cordillera Administrative Region,5000000
431,7,Region II,5000000
431,7,Region III,5000000
431,7,Region IV-A,5000000
431,7,MIMAROPA Region,5000000
431,7,Region V,5000000
431,7,Region VI,5000000
431,7,Negros Island Region,5000000
431,7,Region VII,5000000
431,7,Region VIII,5000000
431,7,Region IX,5000000
431,7,Region X,5000000
431,7,Region XI,5000000
431,7,Region XII,5000000
431,7,Region XIII,5000000
431,3,Facilities for Elderlies / Senior Citizen,340000000
431,4,National Capital Region,340000000
431,5,Central Office,340000000
431,7,National Capital Region,20000000
431,7,Region I,20000000
431,7,Cordillera Administrative Region,20000000
431,7,Region II,20000000
431,7,Region III,20000000
431,7,Region IV-A,20000000
431,7,MIMAROPA Region,20000000
431,7,Region V,20000000
431,7,Region VI,20000000
431,7,Negros Island Region,20000000
431,7,Region VII,20000000
431,7,Region VIII,20000000
432,7,Region IX,20000000
432,7,Region X,20000000
432,7,Region XI,20000000
432,7,Region XII,20000000
432,7,Region XIII,20000000
432,3,Gender-Responsive Facilities,85000000
432,4,National Capital Region,85000000
432,5,Central Office,85000000
432,7,National Capital Region,5000000
432,7,Region I,5000000
432,7,Cordillera Administrative Region,5000000
432,7,Region II,5000000
432,7,Region III,5000000
432,7,Region IV-A,5000000
432,7,MIMAROPA Region,5000000
432,7,Region V,5000000
432,7,Region VI,5000000
432,7,Negros Island Region,5000000
432,7,Region VII,5000000
432,7,Region VIII,5000000
432,7,Region IX,5000000
432,7,Region X,5000000
432,7,Region XI,5000000
432,7,Region XII,5000000
432,7,Region XIII,5000000
433,2,Basic Infrastructure Program (BIP),148500048000
433,3,BIP - Access Roads and / or Bridges from the National Roads leading to Major / Strategic Public Buildings / Facilities,105725209000
433,4,National Capital Region,68573295000
433,5,Central Office,65461649000
433,6,National Capital Region,2770572000
433,7,"Construction of Drainage along Dr. A. Santos Avenue, District 1, Para ñ aque City",150000000
433,7,"Construction of Drainage System along Yanga St ., (C0 + 000 - C0 + 680 ), From Gov. I Santiago St. to Tongco St ., Malabon City",65000000
